1.701675157223915447e+27,1.450000000000000000e+06
3.405698261953708341e+27,1.451000000000000000e+06
5.112070932905341932e+27,1.452000000000000000e+06
6.820794788794780568e+27,1.453000000000000000e+06
8.531871448337988321e+27,1.454000000000000000e+06
1.024530253025092927e+28,1.455000000000000000e+06
1.196108965324956858e+28,1.456000000000000000e+06
1.367923443604986922e+28,1.457000000000000000e+06
1.539973849736779418e+28,1.458000000000000000e+06
1.712260345591931083e+28,1.459000000000000000e+06
1.884783093042037993e+28,1.460000000000000000e+06
2.057542253958696887e+28,1.461000000000000000e+06
2.230537990213503621e+28,1.462000000000000000e+06
2.403770463678054933e+28,1.463000000000000000e+06
2.577239836223947560e+28,1.464000000000000000e+06
2.750946269722777359e+28,1.465000000000000000e+06
2.924889926046141069e+28,1.466000000000000000e+06
3.099070967065634985e+28,1.467000000000000000e+06
3.273489554652855406e+28,1.468000000000000000e+06
3.448145850679399069e+28,1.469000000000000000e+06
3.623040017016861832e+28,1.470000000000000000e+06
3.798172215536840431e+28,1.471000000000000000e+06
3.973542608110931604e+28,1.472000000000000000e+06
4.149151356610731208e+28,1.473000000000000000e+06
4.324998622907836420e+28,1.474000000000000000e+06
4.501084568873842659e+28,1.475000000000000000e+06
4.677409356380347100e+28,1.476000000000000000e+06
4.853973147298945163e+28,1.477000000000000000e+06
5.030776103501234023e+28,1.478000000000000000e+06
5.207818386858809979e+28,1.479000000000000000e+06
5.385100159243269327e+28,1.480000000000000000e+06
5.562621582526209245e+28,1.481000000000000000e+06
5.740382818579225151e+28,1.482000000000000000e+06
5.918384029273913341e+28,1.483000000000000000e+06
6.096625376481870993e+28,1.484000000000000000e+06
6.275107022074694404e+28,1.485000000000000000e+06
6.453829127923979872e+28,1.486000000000000000e+06
6.632791855901323694e+28,1.487000000000000000e+06
6.811995367878322167e+28,1.488000000000000000e+06
6.991439825726571589e+28,1.489000000000000000e+06
7.171125391317668257e+28,1.490000000000000000e+06
7.351052226523209348e+28,1.491000000000000000e+06
7.531220493214791160e+28,1.492000000000000000e+06
7.711630353264009110e+28,1.493000000000000000e+06
7.892281968542460375e+28,1.494000000000000000e+06
8.073175500921741253e+28,1.495000000000000000e+06
8.254311112273448042e+28,1.496000000000000000e+06
8.435688964469177917e+28,1.497000000000000000e+06
8.617309219380526297e+28,1.498000000000000000e+06
8.799172038879090359e+28,1.499000000000000000e+06
8.981277584836465520e+28,1.500000000000000000e+06
9.163626019124248958e+28,1.501000000000000000e+06
9.346217503614036091e+28,1.502000000000000000e+06
9.529052200177424095e+28,1.503000000000000000e+06
9.712130270686010147e+28,1.504000000000000000e+06
9.895451877011389665e+28,1.505000000000000000e+06
1.007901718102515983e+29,1.506000000000000000e+06
1.026282634459891605e+29,1.507000000000000000e+06
1.044687952960425551e+29,1.508000000000000000e+06
1.063117689791277363e+29,1.509000000000000000e+06
1.081571861139606758e+29,1.510000000000000000e+06
1.100050483192573277e+29,1.511000000000000000e+06
1.118553572137336640e+29,1.512000000000000000e+06
1.137081144161056563e+29,1.513000000000000000e+06
1.155633215450892589e+29,1.514000000000000000e+06
1.174209802194004434e+29,1.515000000000000000e+06
1.192810920577551641e+29,1.516000000000000000e+06
1.211436586788693927e+29,1.517000000000000000e+06
1.230086817014590835e+29,1.518000000000000000e+06
1.248761627442402081e+29,1.519000000000000000e+06
1.267461034259287384e+29,1.520000000000000000e+06
1.286185053652406286e+29,1.521000000000000000e+06
1.304933701808918503e+29,1.522000000000000000e+06
1.323706994915983579e+29,1.523000000000000000e+06
1.342504949160761229e+29,1.524000000000000000e+06
1.361327580730410998e+29,1.525000000000000000e+06
1.380174905812092601e+29,1.526000000000000000e+06
1.399046940592965757e+29,1.527000000000000000e+06
1.417943701260190007e+29,1.528000000000000000e+06
1.436865204000924894e+29,1.529000000000000000e+06
1.455811465002330134e+29,1.530000000000000000e+06
1.474782500451565446e+29,1.531000000000000000e+06
1.493778326535790372e+29,1.532000000000000000e+06
1.512798959442164629e+29,1.533000000000000000e+06
1.531844415357847935e+29,1.534000000000000000e+06
1.550914710469999831e+29,1.535000000000000000e+06
1.570009860965779860e+29,1.536000000000000000e+06
1.589129883032347914e+29,1.537000000000000000e+06
1.608274792856863185e+29,1.538000000000000000e+06
1.627444606626485741e+29,1.539000000000000000e+06
1.646639340528374949e+29,1.540000000000000000e+06
1.665859010749690877e+29,1.541000000000000000e+06
1.685103633477592892e+29,1.542000000000000000e+06
1.704373224899240360e+29,1.543000000000000000e+06
1.723667801201793350e+29,1.544000000000000000e+06
1.742987378572411228e+29,1.545000000000000000e+06
1.762331973198253712e+29,1.546000000000000000e+06
1.781701601266480519e+29,1.547000000000000000e+06
1.801096278964251367e+29,1.548000000000000000e+06
1.820516022478725622e+29,1.549000000000000000e+06
